procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  74260 4796964  97388 1446360    0    0     0   151  776 1504  3  1 96  0  0
 0  0  74260 4796208  97420 1446488    0    0     0   121  283  739  1  0 99  0  0
 0  0  74260 4793940  97444 1445260    0    0     0   112  598 1247  2  0 98  0  0
 0  0  74260 4756716  97476 1468700    0    0     0   305  742 1765  3  0 97  0  0
 0  0  74260 4781704  97484 1445784    0    0     0    74  877 1950  3  1 96  0  0
 0  0  74260 4752024  97500 1472748    0    0     0    82  913 1849  3  1 96  0  0
 1  0  74260 4768844  97516 1461228    0    0     0    87  997 2324  4  1 95  0  0
 0  0  74260 4780064  97532 1446172    0    0     0   105  264  579  1  0 99  0  0
 0  0  74260 4768152  97556 1460844    0    0     0   226  749 1664  2  0 97  0  0
 0  0  74260 4781660  97564 1454036    0    0     0    74 1328 4689  7  1 92  0  0
 1  0  74260 4738480  97588 1464856    0    0     0    59 1499 3476  6  1 93  0  0
 0  0  74260 4760236  97596 1457940    0    0     0    74 2166 4301  9  1 90  0  0
 0  0  74260 4782312  97620 1454064    0    0     0   112  654 1353  2  0 97  0  0
 0  0  74260 4751028  97652 1477212    0    0     0   254  770 2161  3  1 97  0  0
 1  0  74260 4768348  97684 1456824    0    0     0   145 1130 3090  5  1 95  0  0
 0  0  74260 4747684  97692 1475860    0    0     0    54 1091 3238  5  1 94  0  0
 0  0  74260 4741700  97724 1461808    0    0     0   104 2330 4384 11  1 89  0  0
 0  0  74260 4753188  97748 1454156    0    0     0   131  832 1737  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0  74260 4770328  97796 1445996    0    0     0   277  511 1148  2  0 98  0  0
 1  0  74260 4767048  97804 1456256    0    0     0   122  951 2517  3  1 96  0  0
 0  0  74260 4769416  97812 1458908    0    0     0    68  791 2404  3  1 96  0  0
 1  0  74260 4776360  97820 1446072    0    0     0    72  903 2636  3  1 96  0  0
 1  0  74260 4737340  97836 1460784    0    0     0    80 1862 4156 10  1 89  0  0
 0  0  74260 4769996  97860 1448436    0    0     0   111 1071 2262  4  1 95  0  0
 0  0  74260 4766180  97892 1454012    0    0     0   256  352  922  2  0 98  0  0
 0  0  74260 4769804  97916 1449188    0    0     0    86  776 1858  3  1 97  0  0
 1  0  74260 4771708  97932 1446096    0    0     0    88 1401 5044  6  1 93  0  0
 0  0  74260 4771456  97940 1445600    0    0     0    75  566 1153  2  0 98  0  0
 0  0  74260 4770448  97948 1445656    0    0     0    60  668 1163  2  0 97  0  0
 0  0  74260 4769692  97972 1445560    0    0     0    92  789 1777  3  1 96  0  0
 1  0  74260 4712044  98004 1469348    0    0     0   110 2183 4646 12  1 87  0  0
 0  0  74260 4714820  98028 1473236    0    0     0   162  911 2247  3  1 96  0  0
 0  0  74260 4725156  98068 1469404    0    0     0   238  437 1138  2  0 98  0  0
 0  0  74260 4740604  98076 1467100    0    0     0   122  700 1628  3  0 97  0  0
 0  0  74260 4749696  98084 1459464    0    0     0    88  219  458  1  0 99  0  0
 1  0  74260 4758616  98092 1452168    0    0     0   170  238  568  1  0 99  0  0
 0  0  74260 4787076  98116 1446452    0    0     0   140  236  639  1  0 99  0  0
 0  0  74260 4777120  98156 1446120    0    0     0   214  428 1106  2  0 98  0  0
 0  0  74260 4774036  98196 1445552    0    0     0   207  485 1288  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0  74260 4774096  98204 1446112    0    0     0    68  570  937  2  0 98  0  0
 0  0  74260 4783668  98212 1445948    0    0     0    20  548  959  1  0 98  0  0
 0  0  74260 4785012  98236 1445908    0    0     0   101  512 1250  2  0 98  0  0
 0  0  74260 4775816  98244 1453224    0    0     0    78  730 1713  2  1 97  0  0
 0  0  74260 4767152  98268 1446116    0    0     0    98  639 1473  2  0 98  0  0
 0  0  74260 4766172  98276 1445888    0    0     0    62  471 1058  2  0 98  0  0
 0  0  74260 4740852  98316 1468864    0    0     0   302  615 1385  2  0 97  0  0
 0  0  74260 4770140  98324 1445300    0    0     0    19  456 1166  1  0 98  0  0
 0  0  74260 4768380  98332 1447492    0    0     0    89  516 1544  2  0 98  0  0
 1  0  74260 4791768  98340 1446712    0    0     0    67  570 1159  2  0 98  0  0
 3  0  74260 4767068  98356 1462704    0    0     0    90  675 1403  2  0 97  0  0
 0  0  74260 4757428  98372 1462688    0    0     0    78  687 1851  3  1 96  0  0
 0  0  74260 4775088  98380 1445824    0    0     0    67  402  952  1  0 98  0  0
 0  0  74260 4775092  98388 1445580    0    0     0    50  281  643  1  0 99  0  0
 0  0  74260 4774840  98420 1445584    0    0     0    81  324  815  1  0 98  0  0
 0  0  74260 4776352  98428 1445732    0    0     0    83  279  666  1  0 99  0  0
 0  0  74260 4776352  98436 1444444    0    0     0    20  397 1127  1  0 98  0  0
 0  0  74260 4775876  98460 1446148    0    0     0    77  362  980  1  0 98  0  0
 0  0  74260 4773608  98476 1445668    0    0     0   115  284  684  1  0 99  0  0
 0  0  74260 4773608  98484 1445672    0    0     0    65  342  881  1  0 98  0  0
 0  0  74260 4773360  98492 1444568    0    0     0    70  602 1851  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  74260 4771360  98500 1445736    0    0     0    53  310  791  1  0 98  0  0
 0  0  74260 4771360  98508 1445740    0    0     0    39  312  905  1  0 98  0  0
 0  0  74260 4772900  98540 1444460    0    0     0    94  282  657  1  0 99  0  0
 0  0  74260 4772652  98548 1445740    0    0     0    59  715 2224  2  1 97  0  0
 0  0  74260 4771392  98556 1445808    0    0     0    66  277  736  1  0 99  0  0
 0  0  74260 4768880  98564 1456468    0    0     0    73  581 1139  2  0 98  0  0
 2  0  74260 4726552  98628 1474524    0    0     0   574 1169 2349  5  1 94  0  0
 0  0  74260 4769608  98660 1461112    0    0     0   331  841 1699  3  1 96  0  0
 0  0  74260 4720700  98712 1481592    1    0     8   382 1215 2390  4  1 94  0  0
 0  0  74260 4780780  98728 1448340    0    0     0   227  700 1565  2  1 97  0  0
 1  0  74260 4747308  98792 1454296    0    0     2   517 1185 2476  5  1 94  0  0
 0  0  74260 4747184  98808 1459564    0    0     0   197  770 1283  3  1 97  0  0
 0  0  74260 4747272  98816 1459564    0    0     0    69  161  297  1  0 99  0  0
 0  0  74260 4754972  98840 1472032    0    0     0   186  626 1153  2  0 97  0  0
 2  0  74260 4751668  98872 1477512    0    0     0   101  456  958  2  0 98  0  0
 0  0  74260 4544960  98952 1502248    0    0     9   482 3057 10726 10  3 87  0  0
 3  0  74260 4324644  99252 1540744    0    0   493 10917 6295 16696 24  5 71  0  0
 0  0  74260 4309632  99516 1539468    0    0     0  6122 2369 5762  7  1 91  0  0
 2  0  74260 4276220  99684 1550568    0    0    12  3447 1974 5276  6  1 93  0  0
 1  0  74260 4287156  99808 1534320    0    0     2   338  657 1523  2  0 98  0  0
 0  0  74260 4306392  99856 1517008    0    0     0   215  590 1270  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  74260 4429168  99920 1513940    0    0     0   162 3162 2319  5  1 95  0  0
 0  0  74260 4445492  99928 1523092    0    0     0   331  492 1039  1  0 98  0  0
 1  0  74260 4467920  99944 1511684    0    0    12   801  620 1384  1  0 98  0  0
 0  0  74260 4503284  99952 1512580    0    0    14   445  581 1343  1  0 98  0  0
 0  0  74260 4505008  99976 1511972    0    0     2   223  430 1151  1  0 99  0  0
 1  0  74260 4502708 100008 1511892    0    0     0   178  495 1227  1  0 99  0  0
 0  0  74260 4454716 100020 1528920    0    0     0   130  700 1326  1  1 98  0  0
 0  0  74260 4483772 100032 1513512    0    0     0    94  564  848  3  0 97  0  0
 0  0  74260 4493384 100040 1511396    0    0     0   367  208  364  0  0 99  0  0
 0  0  74260 4428220 100048 1535984    0    0     2    67  834 2630  2  1 97  0  0
 0  0  74260 4431576 100056 1528764    0    0     0    74  745 2136  1  1 98  0  0
 0  0  74260 4453372 100096 1515536    0    0     0   541  658 2028  1  1 98  0  0
 2  0  74260 4471164 100120 1512896    0    0     0    90  628 1653  1  0 99  0  0
 2  0  74260 4470668 100144 1512740    0    0     0   194  369 1017  1  0 99  0  0
 1  0  74260 4470920 100152 1512740    0    0     0    66  421 1158  1  0 99  0  0
 0  0  74260 4512824 100176 1519772    0    0     5   586  839 1520  2  1 97  0  0
 0  0  74260 4507980 100188 1527980    0    0    10   105  481  735  1  0 98  0  0
 0  0  74260 4511320 100196 1522452    0    0     0    66  372  810  1  0 99  0  0
 0  0  74260 4515416 100204 1515084    0    0     0    58  190  318  0  0 100  0  0
 0  0  74260 4520548 100228 1508888    0    0     0    31  599 1367  1  0 98  0  0
 1  0  74260 4513488 100244 1522332    1    0     1    67  632 1366  2  1 98  0  0
