procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   5396 2827088 340992 3520772    0    0     0   254 2557 2755 80 11  9  0  0
 0  0   5396 2833628 341000 3511252    0    0     0   104  288  326  1  0 99  0  0
 1  0   5396 2800308 341008 3537960    0    0   153   100  748 1372  2  0 98  0  0
 0  0   5396 2811084 341012 3523452    0    0     2    61  722 1421  2  1 97  0  0
 0  0   5396 2815968 341020 3511888    0    0     0    70  181  267  0  0 100  0  0
 0  0   5396 2815464 341024 3511884    0    0     0    22  171  251  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   5396 2815212 341028 3511884    0    0     0    42  179  242  0  0 100  0  0
132  0   5396 1793128 341036 3514316    0    0     0   166  961 1939 16  4 80  0  0
131  0  41492 158880 317648 2696532    0 7195   380  7390 3925 2505 91  9  0  0  0
121  0  41748 2742984 302336 2453284    0   79   275   474 5030 3542 86 14  0  0  0
122  0  41748 2395468 302352 2453484    0    0     5   122 4670 4508 87 13  0  0  0
127  0  41748 657780 302360 2453828    0    0     0   348 3713 3019 92  8  0  0  0
114  0  41748 2152032 302376 2454192    0    0     4   251 4182 3918 89 11  0  0  0
113  0  41748 1921544 302384 2453884    0    0     0   241 4386 4404 87 13  0  0  0
124  0  41748 850880 302392 2453780    0    0     0   226 2353 3051 91  9  0  0  0
109  0  41748 1616300 302400 2454216    0    0    11   322 2493 3729 89 11  0  0  0
112  0  41748 1802488 302408 2454060    0    0    23   210 2436 3938 87 13  0  0  0
125  0  41748 1134236 302416 2454076    0    0    15   254 2406 3590 90 10  0  0  0
116  0  41748 1569596 302424 2454216    0    0     0   211 2563 3562 89 11  0  0  0
118  0  41748 1859236 302432 2447368    0    0     0   392 2494 3876 87 13  0  0  0
123  0  41748 1285932 302440 2454032    0    0     0   130 2451 3678 90 10  0  0  0
120  0  41748 1298776 302448 2454264    0    0     0   326 2383 3447 90 10  0  0  0
117  0  41748 1619964 302456 2454692    0    0     0   200 2544 3885 87 13  0  0  0
121  0  41748 1453840 302464 2454176    0    0     1   296 2445 3602 89 11  0  0  0
122  0  41748 1506388 302484 2454160    0    0     1   238 3030 3675 88 12  0  0  0
117  0  41748 1604028 302492 2454156    0    0     0   279 2479 3694 89 11  0  0  0
118  0  41748 1378244 302500 2454208    0    0     0   216 2506 3685 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
117  0  41748 1434296 302508 2454340    0    0     0   257 2491 3597 88 12  0  0  0
120  0  41748 1456720 302516 2454252    0    0     0   190 2488 3672 89 11  0  0  0
118  0  41748 1505192 302524 2454164    0    0     0   300 2475 3785 89 11  0  0  0
122  0  41748 1539084 302532 2454160    0    0     0   232 2498 3685 89 11  0  0  0
116  0  41748 1430420 302536 2454156    0    0     0   227 2436 3669 89 11  0  0  0
123  0  41748 1457468 302540 2454276    0    0     0   266 2666 3572 89 11  0  0  0
122  0  41748 1415320 302548 2454252    0    0     0   291 2507 3784 89 11  0  0  0
124  0  41748 1421260 302556 2454252    0    0     0   152 2444 3559 89 11  0  0  0
118  0  41748 1639012 302564 2454388    0    0     1   338 2526 3781 88 12  0  0  0
121  0  41748 1374776 302572 2454280    0    0     0   224 2494 3740 89 11  0  0  0
115  0  41748 1727448 302580 2454456    0    0     0   283 2474 3630 89 11  0  0  0
121  0  41748 1343120 302588 2454204    0    0     0   261 3165 3684 87 13  0  0  0
118  0  41748 1147652 302596 2454428    0    0     0   307 2896 3465 89 11  0  0  0
115  0  41748 1549848 302604 2454604    0    0     0   199 2488 3705 88 12  0  0  0
119  0  41748 1434136 302612 2454260    0    0     0   217 2477 3833 89 11  0  0  0
120  0  41748 1528056 302620 2454324    0    0     0   274 2481 3569 89 11  0  0  0
122  0  41748 1492548 302628 2454372    0    0     0   266 2547 3685 88 12  0  0  0
121  0  41748 1375584 302636 2454292    0    0     0   190 2483 3632 89 11  0  0  0
122  0  41748 1421460 302644 2454444    0    0     0   229 2456 3571 89 11  0  0  0
118  0  41748 1490092 302652 2454328    0    0     1   196 2806 3660 88 12  0  0  0
118  0  41748 1676688 302660 2454308    0    0     1   234 2465 3765 88 12  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
122  0  41748 1337048 302668 2454436    0    0     0   269 2432 3461 88 12  0  0  0
118  0  41748 1584004 302676 2454392    0    0     0   256 2583 3868 87 13  0  0  0
119  0  41748 1302356 302684 2447288    0    0     0   235 2409 3478 89 11  0  0  0
118  0  41748 1526908 302692 2454484    0    0     0   227 2440 3719 89 11  0  0  0
122  0  41748 1621992 302700 2454464    0    0     0   194 2473 3744 88 12  0  0  0
120  0  41748 1368516 302708 2454524    0    0     0   332 2464 3632 89 11  0  0  0
119  0  41748 1567632 302712 2454528    0    0     0   197 2776 3627 88 12  0  0  0
121  0  41748 1412464 302716 2454248    0    0     0   258 2555 3856 89 11  0  0  0
123  0  41748 1382464 302720 2454380    0    0     0   228 2419 3553 89 11  0  0  0
117  0  41748 1757156 302728 2454428    0    0     0   290 2493 3828 88 12  0  0  0
123  0  41748 1483984 302736 2447360    0    0     0   178 2503 3626 89 11  0  0  0
121  0  41748 1464332 302744 2454412    0    0     1   207 2453 3738 88 12  0  0  0
121  0  41748 1357364 302752 2454380    0    0     0   262 2385 3540 89 11  0  0  0
113  0  41748 1809452 302760 2447388    0    0     0   293 3087 3668 87 13  0  0  0
122  0  41748 1336508 302776 2454364    0    0     0   262 2525 3851 88 12  0  0  0
120  0  41748 1359612 302784 2454540    0    0     0   295 2416 3552 89 11  0  0  0
120  0  41748 1756228 302792 2454424    0    0     0   258 2499 3845 87 13  0  0  0
119  0  41748 1350988 302800 2454460    0    0     0   221 2470 3680 89 11  0  0  0
128  0  41748 1123612 302808 2454356    0    0     0   299 2406 3529 90 10  0  0  0
112  0  41748 1622180 302820 2454496    0    0     0   242 2509 3783 88 12  0  0  0
122  0  41748 1417000 302828 2454512    0    0     0   308 2565 3839 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
125  0  41748 1270440 302836 2454316    0    0     0   183 2575 3555 89 11  0  0  0
122  0  41748 1798768 302844 2454360    0    0     0   171 2545 3809 88 12  0  0  0
123  0  41748 1477072 302848 2454416    0    0     0   234 2539 3779 88 12  0  0  0
121  0  41748 1410804 302864 2454280    0    0     0   298 2443 3696 90 10  0  0  0
118  0  41748 1451948 302868 2447328    0    0     0   265 2425 3556 89 11  0  0  0
120  0  41748 1368120 302872 2447436    0    0     0   217 2506 3768 88 12  0  0  0
120  0  41748 1471500 302880 2454516    0    0     0   289 2454 3612 89 11  0  0  0
118  0  41748 1508440 302888 2454428    0    0     0   243 3072 3618 89 11  0  0  0
125  0  41748 1284792 302896 2454960    0    0     0   273 2551 3730 89 11  0  0  0
121  0  41748 1457796 302904 2454740    0    0     0   224 2557 3733 89 11  0  0  0
120  0  41748 1681940 302912 2454696    0    0    32   212 2582 3833 88 12  0  0  0
124  0  41748 1395660 302920 2454684    0    0     0   257 2439 3670 89 11  0  0  0
121  0  41748 1352704 302928 2454728    0    0     0   313 2430 3601 89 11  0  0  0
120  0  41748 1541156 302936 2456592    0    0     0   225 2503 3764 88 12  0  0  0
122  0  41748 1604508 302944 2456628    0    0     0   289 2456 3755 89 11  0  0  0
122  0  41748 1421436 302960 2456720    0    0     9   278 2916 3660 87 13  0  0  0
119  0  41748 1361016 302968 2449732    0    0     0   243 2601 3573 88 12  0  0  0
121  0  41748 1469852 302976 2456792    0    0     0   234 2493 3649 89 11  0  0  0
119  0  41748 1441784 302984 2456864    0    0     0   262 2495 3710 88 12  0  0  0
116  0  41748 1494752 302992 2456932    0    0     4   310 2474 3614 89 11  0  0  0
124  0  41748 1406600 303000 2456924    0    0     0   266 2447 3727 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
123  0  41748 1371492 303008 2449784    0    0     0   184 2585 3725 88 12  0  0  0
120  0  41748 1448252 303016 2456916    0    0     0   345 2476 3692 89 11  0  0  0
109  0  41748 1723836 303024 2457024    0    0     0   229 3130 3557 89 11  0  0  0
104  0  41748 1844716 303032 2456872    0    0     0   222 2672 3752 88 12  0  0  0
89  0  41748 2090460 303040 2457964    0    0     0   220 2508 3678 88 12  0  0  0
63  0  41748 2585180 303044 2457320    0    0     0   258 2483 3582 89 11  0  0  0
17  0  41748 3577868 303052 2456596    0    0     0   195 2584 3286 88 12  0  0  0
 0  0  41748 3897680 303060 2445536    0    0     0   167  698  745 12  2 86  0  0
 0  0  41748 3876644 303196 2462172    0    0    95    83  943 1870  3  1 95  0  0
 1  0  41748 3804864 304588 2490956    0    0  4074   358 1167 2082  4  1 94  0  0
 1  0  41748 3840456 304612 2482800    0    0    45   140  695 1351  3  1 96  0  0
 0  0  41748 3856740 304620 2465308    0    0     0    55  491  831  2  1 97  0  0
 0  0  41748 3855736 304628 2465308    0    0     0    46  189  291  0  0 100  0  0
 0  0  41748 3855232 304636 2465292    0    0     0    47  187  269  0  0 100  0  0
152  0  41748 933960 304644 2473108    0    0     0    68 2851 3296 65 10 26  0  0
148  0  68628 148600 222356 1811404    0 5144  1257  5462 4009 2588 91  9  0  0  0
143  0  69396 3173196 196420 1680848    0  156   125   610 5706 3808 83 17  0  0  0
120  0  69396 3262088 196428 1680136    0    0    13   218 4479 4935 87 13  0  0  0
151  0  69396 1027564 196436 1680420    0    0     8   345 3851 2988 91  9  0  0  0
143  0  69396 1436756 196444 1681120    0    0   128   193 3853 3264 91  9  0  0  0
140  0  69396 2876872 196452 1674164    0    0    11   347 4346 4232 85 15  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
152  0  69396 1799920 196460 1681052    0    0    38   252 2709 4312 89 11  0  0  0
149  0  69396 1100528 196468 1674472    0    0    19   249 2213 2828 92  8  0  0  0
143  0  69396 1809340 196476 1681640    0    0    10   230 2537 3772 88 12  0  0  0
145  0  69396 2484972 196484 1681620    0    0    26   305 2678 4333 86 14  0  0  0
144  0  69396 1602056 196492 1681464    0    0     0   248 2814 3776 89 11  0  0  0
141  0  69396 1395960 196500 1681884    0    0    24   290 2306 3185 90 10  0  0  0
137  0  69396 2417108 196508 1681888    0    0     0   234 2450 3871 88 12  0  0  0
138  0  69396 2172124 196516 1674592    0    0     7   283 2615 4001 88 12  0  0  0
146  0  69396 1337400 196524 1674696    0    0     0   125 2322 3436 91  9  0  0  0
138  0  69396 1916792 196532 1682532    0    0     0   343 2374 3492 89 11  0  0  0
135  0  69396 2358468 196540 1682128    0    0    18   265 2616 4000 87 13  0  0  0
142  0  69396 1817116 196548 1674812    0    0     0   282 2902 3700 88 12  0  0  0
144  0  69396 1522288 196556 1681900    0    0     0   280 2396 3518 90 10  0  0  0
136  0  69396 1931528 196564 1681984    0    0     5   168 2444 3600 88 12  0  0  0
139  0  69396 2010616 196572 1682128    0    0     0   317 2579 3916 88 12  0  0  0
142  0  69396 1718532 196580 1682116    0    0    24   178 2508 3721 88 12  0  0  0
143  0  69396 1507668 196588 1682240    0    0     0   325 2461 3442 90 10  0  0  0
141  0  69396 1931868 196596 1682276    0    0     0   248 2554 3717 88 12  0  0  0
144  0  69396 2078676 196604 1682220    0    0     8   305 2695 3963 87 13  0  0  0
140  0  69396 1723208 196612 1682796    0    0     2   189 2821 3568 88 12  0  0  0
137  0  69396 2066440 196620 1682496    0    0     0   296 2392 3608 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
144  0  69396 2299896 196636 1682328    0    0    22   268 2522 3815 88 12  0  0  0
141  0  69396 1941384 196644 1682428    0    0     0   244 2466 3719 89 11  0  0  0
148  0  69396 1718804 196652 1682408    0    0     0   152 2374 3470 90 10  0  0  0
139  0  69396 2001600 196660 1675464    0    0     0   318 2695 3733 88 12  0  0  0
142  0  69396 2207104 196668 1682480    0    0     0   246 2566 3874 87 13  0  0  0
148  0  69396 1536320 196676 1682244    0    0     0   214 2462 3507 90 10  0  0  0
140  0  69396 2035092 196684 1682512    0    0     0   224 2334 3486 89 11  0  0  0
142  0  69396 2350948 196688 1675316    0    0     0   342 2491 3850 88 12  0  0  0
144  0  69396 1872200 196696 1682540    0    0     0   242 2448 3727 89 11  0  0  0
147  0  69396 1482728 196700 1682728    0    0    49   308 2359 3433 90 10  0  0  0
138  0  69396 2234828 196708 1682940    0    0     0   233 2457 3704 89 11  0  0  0
134  0  69396 2287024 196716 1683276    0    0     0   265 2580 3901 87 13  0  0  0
146  0  69396 1515232 196732 1682780    0    0     0   238 2603 3605 90 10  0  0  0
141  0  69396 1746276 196740 1675896    0    0     2   310 2611 3393 89 11  0  0  0
137  0  69396 2268372 196748 1682852    0    0     0   233 2537 3922 88 12  0  0  0
140  0  69396 2014520 196756 1682584    0    0     0   214 2530 3877 88 12  0  0  0
139  0  69396 1550856 196764 1675600    0    0     0   268 2424 3453 90 10  0  0  0
133  0  69396 1894196 196772 1683012    0    0     9   302 2368 3587 89 11  0  0  0
140  0  69396 2307520 196780 1682872    0    0     0   212 2680 4176 87 13  0  0  0
141  0  69396 1831180 196788 1682740    0    0     9   228 2546 3783 89 11  0  0  0
141  0  69396 1724748 196796 1675792    0    0     0   269 2631 3439 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
135  0  69396 1899236 196804 1682792    0    0     3   282 2450 3663 88 12  0  0  0
137  0  69396 1940968 196812 1682920    0    0     0   274 2501 3742 88 12  0  0  0
144  0  69396 1778736 196820 1675776    0    0     9   276 2525 3655 89 11  0  0  0
142  0  69396 1819516 196828 1682984    0    0     0   233 2474 3699 89 11  0  0  0
139  0  69396 1869764 196836 1682900    0    0     0   289 2446 3661 89 11  0  0  0
140  0  69396 1861872 197112 1683044    0    0    52   238 2474 3589 89 11  0  0  0
142  0  69396 1783252 197120 1675968    0    0     0   198 2459 3656 89 11  0  0  0
144  0  69396 1936624 197128 1682852    0    0     0   392 2479 3854 89 11  0  0  0
139  0  69396 1968696 197136 1675632    0    0     0   192 2477 3544 88 12  0  0  0
143  0  69396 1785364 197144 1682928    0    0     0   294 2432 3773 89 11  0  0  0
142  0  69396 1853548 197152 1676204    0    0     0   234 2463 3609 89 11  0  0  0
141  0  69396 1894324 197160 1676128    0    0     9   304 2488 3731 88 12  0  0  0
139  0  69396 1826688 197168 1683184    0    0     0   232 2657 3724 89 11  0  0  0
139  0  69396 1675068 197176 1683032    0    0     8   306 2496 3708 89 11  0  0  0
139  0  69396 1730432 197184 1682988    0    0     0   201 2440 3701 89 11  0  0  0
133  0  69396 2014200 197192 1676204    0    0     0   284 2464 3595 89 11  0  0  0
142  0  69396 1895792 197200 1675868    0    0     0   279 2514 3695 88 12  0  0  0
146  0  69396 1678964 197208 1675924    0    0     0   279 2784 3595 88 12  0  0  0
137  0  69396 1998660 197216 1676100    0    0     0   246 2418 3773 88 12  0  0  0
140  0  69396 2067268 197224 1676036    0    0     0   288 2571 3832 88 12  0  0  0
147  0  69396 1764404 197232 1683176    0    0     0   147 2418 3677 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
147  0  69396 1651432 197240 1676284    0    0     0   335 2444 3515 89 11  0  0  0
143  0  69396 2011772 197248 1683328    0    0     0   200 2514 3786 88 12  0  0  0
147  0  69396 1745936 197256 1676324    0    0     0   323 2435 3609 88 12  0  0  0
141  0  69396 1459976 197264 1683440    0    0     0   148 2734 3458 89 11  0  0  0
139  0  69396 1749308 197272 1676784    0    0     0   257 2530 3656 88 12  0  0  0
140  0  69396 1954368 197280 1676516    0    0     0   197 2572 3836 88 12  0  0  0
145  0  69396 1674344 197288 1683472    0    0     0   363 2485 3675 90 11  0  0  0
149  0  69396 1623260 197296 1676496    0    0     0   227 2464 3555 89 11  0  0  0
142  0  69396 1949704 197304 1683596    0    0     0   247 2489 3648 87 13  0  0  0
144  0  69396 1862432 197312 1683772    0    0     0   182 2512 3808 88 12  0  0  0
144  0  69396 1753972 197320 1683728    0    0     4   322 2810 3509 88 12  0  0  0
146  0  69396 1810420 197328 1676704    0    0     0   244 2515 3691 88 12  0  0  0
137  0  69396 1954880 197336 1684092    0    0     0   227 2408 3690 88 12  0  0  0
146  0  69396 1568916 197344 1676736    0    0     0   270 2483 3595 89 11  0  0  0
143  0  69396 1697280 197352 1684152    0    0     0   212 2343 3544 89 11  0  0  0
143  0  69396 2034416 197360 1676896    0    0     0   194 2760 3836 88 12  0  0  0
138  0  69396 1843168 197368 1676984    0    0     0   357 2443 3551 88 12  0  0  0
143  0  69396 1563512 197376 1684020    0    0     0   234 2424 3649 89 11  0  0  0
141  0  69396 1893620 197392 1677076    0    0     0   209 2790 3643 88 12  0  0  0
142  0  69396 1777424 197400 1677016    0    0     0   190 2486 3695 88 12  0  0  0
143  0  69396 1737824 197408 1684260    0    0     0   344 2389 3542 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
147  0  69396 2066360 197416 1684308    0    0     0   204 2485 3814 88 12  0  0  0
142  0  69396 1746760 197424 1677284    0    0     0   254 2493 3679 89 11  0  0  0
137  0  69396 1638128 197432 1677236    0    0     0   153 2423 3480 90 10  0  0  0
137  0  69396 1962556 197440 1684212    0    0     0   349 2445 3796 88 12  0  0  0
139  0  69396 1963132 197448 1684540    0    0     0   223 2517 3807 88 12  0  0  0
138  0  69396 1695792 197456 1677580    0    0     0   230 2365 3554 88 12  0  0  0
136  0  69396 1832256 197464 1684776    0    0     0   271 2454 3699 88 12  0  0  0
141  0  69396 2123796 197472 1685080    0    0     0   298 2496 3719 89 12  0  0  0
137  0  69396 2049004 197480 1685308    0    0     0   152 2458 3701 88 12  0  0  0
132  0  69396 1952816 197504 1685480    0    0     0   364 2960 3544 89 11  0  0  0
118  0  69396 2366508 197512 1685452    0    0     0   262 2429 3577 89 11  0  0  0
99  0  69396 2712376 197520 1685652    0    0     0   263 2478 3713 88 12  0  0  0
64  0  69396 3677840 197528 1686424    0    0     0   227 2458 3694 89 11  0  0  0
 1  0  69396 4707860 197536 1690552    0    0   145   222 2596 3275 85 12  4  0  0
 0  0  69396 4720972 197544 1676776    0    0     0   226  385  441  1  0 99  0  0
 0  0  69396 4679876 197552 1709364    0    0   150    64 1022 1664  3  1 96  0  0
 0  0  69396 4701136 197560 1677448    0    0     0    64  666 1305  2  0 98  0  0
 0  0  69396 4707512 197568 1677448    0    0     0     9  192  305  0  0 99  0  0
 0  0  69396 4707008 197576 1677516    0    0     0    53  180  247  0  0 100  0  0
 0  0  69396 4702660 197584 1682080    0    0     3    44  255  525  0  0 99  0  0
 0  0  69396 4701148 197592 1677468    0    0     0    53  271  572  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
202  0  69396 1085568 197600 1686016    0    0     0    86 3343 4063 76 13 11  0  0
198  0 113940 175156  72896 837988    0 8890   432  9258 3965 2391 90 10  0  0  0
208  0 168724 644464  12796 396448   13 11014  7930 11199 4837 3163 87 13  0  0  0
202  0 168724 3714336  13008 399340   26    0  1324   358 6230 4038 77 23  0  0  0
125  0 168724 4550516  13020 407448    0    0   358   316 4488 4660 88 12  0  0  0
198  0 168724 2030168  13032 408820    0    0   324   316 3928 3537 90 10  0  0  0
198  0 168724 1159800  13040 411720    0    0   582   302 3458 2819 91  9  0  0  0
190  0 168724 1875668  13048 404960    0    0    82   242 2358 3401 89 11  0  0  0
185  0 168724 3857276  13056 412644    0    0     0   394 2646 4296 85 15  0  0  0
178  0 168724 3375344  13064 405056    0    0    87   236 2744 4365 87 13  0  0  0
198  0 168724 1930360  13072 405688    0    0   142   294 2263 3189 90 10  0  0  0
195  0 168724 1349916  13080 413324    0    0    40   262 2242 3167 91  9  0  0  0
190  0 168724 2233688  13088 413612    0    0    14   349 2911 3596 87 13  0  0  0
186  0 168724 3521580  13096 407048    0    0    89   257 2590 4048 86 14  0  0  0
191  0 168724 2778124  13104 406712    0    0     1   347 2602 4062 88 12  0  0  0
198  0 168724 1602152  13116 406932    0    0    26   209 2301 3244 91  9  0  0  0
196  0 168724 1776500  13552 416268    0    0  1734   357 2377 3350 90 10  0  0  0
188  0 168724 2581756  13560 423312    0    0    23   235 2468 3918 87 13  0  0  0
185  0 168724 3165540  13568 423672    0    0    79   230 2638 4168 87 13  0  0  0
190  0 168724 2318624  13576 424780    3    0  1343   306 2539 3706 88 12  0  0  0
199  0 168724 1789468  13584 426576    0    0   325   200 2322 3300 90 10  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
194  0 168724 2103952  13592 426704    0    0    50   205 2435 3555 89 11  0  0  0
190  0 168724 2447568  13600 427204    0    0     0   222 2888 3681 87 13  0  0  0
195  0 168724 2574276  13608 434068    0    0     0   367 2472 3902 88 12  0  0  0
193  0 168724 2019424  13616 434092    0    0     0   146 2429 3809 89 11  0  0  0
192  0 168724 2094420  13624 427212    0    0     0   214 2340 3471 89 11  0  0  0
188  0 168724 2002932  13632 434384    0    0    21   195 2433 3590 89 11  0  0  0
197  0 168724 2523320  13640 427496    0    0     0   374 2487 3716 88 12  0  0  0
200  0 168724 2416572  13648 427416    0    0     0   205 2491 3885 88 12  0  0  0
194  0 168724 2176704  13656 434624    0    0     0   194 2449 3708 89 11  0  0  0
196  0 168724 1985476  13664 434852    0    0     6   293 2436 3564 89 11  0  0  0
197  0 168724 2088696  13672 427852    0    0    13   210 2443 3586 89 11  0  0  0
188  0 168724 2537908  13680 428124    0    0    11   222 2449 3674 89 11  0  0  0
190  0 168724 2760636  13688 428092    0    0     0   330 2489 3877 88 12  0  0  0
190  0 168724 2231292  13696 428192    0    0     3   152 2466 3664 89 11  0  0  0
198  0 168724 1935428  13704 427992    0    0     9   205 2394 3423 89 11  0  0  0
189  0 168724 2184908  13732 436816    3    0   878   223 2489 3742 88 12  0  0  0
194  0 168724 2478008  13740 437068    0    0    25   404 2426 3736 88 12  0  0  0
197  0 168724 2408676  13748 443892    0    0     0   194 2518 3865 87 13  0  0  0
195  0 168724 2135748  13756 444228    0    0     5   167 2375 3600 89 11  0  0  0
198  0 168724 1961480  13764 437212    0    0     0   202 2394 3393 89 11  0  0  0
190  0 168724 2599808  13772 437444    0    0     0   396 2461 3766 87 13  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
186  0 168724 2229368  13780 437440    0    0     0   188 2536 3770 89 11  0  0  0
189  0 168724 2136092  13788 438004    0    0     0   206 2389 3731 89 11  0  0  0
197  0 168724 2100224  13796 437920    0    0     0   324 2368 3521 89 11  0  0  0
190  0 168724 2513056  13804 438308    0    0     0   179 2333 3574 89 11  0  0  0
194  0 168724 2578276  13812 438408    0    0     0   296 2442 3885 88 12  0  0  0
191  0 168724 2195812  13820 438636    0    0     0   233 2378 3566 89 11  0  0  0
199  0 168724 2060352  13836 438820    0    0     9   244 2358 3512 89 11  0  0  0
199  0 168724 2138808  13844 439012    0    0     0   167 2366 3691 89 11  0  0  0
189  0 168724 2316928  13852 439240    0    0     0   213 2393 3767 88 12  0  0  0
193  0 168724 2321908  13860 439624    0    0     0   322 2393 3690 88 12  0  0  0
198  0 168724 2316024  13868 446548    0    0     0   205 2377 3744 89 11  0  0  0
190  0 168724 2179688  13876 439956    0    0     0   292 2322 3498 90 10  0  0  0
192  0 168724 2330304  14300 447020    0    0   106   278 2395 3749 88 12  0  0  0
190  0 168724 2495840  14324 444688    0    0   839   238 2414 3680 88 12  0  0  0
193  0 168724 2214736  14332 444992    0    0     0   370 2387 3856 88 12  0  0  0
202  0 168724 2139456  14340 445052    0    0     0   212 2339 3541 89 11  0  0  0
193  0 168724 2174768  14348 445916    2    0   169   187 2451 3710 90 10  0  0  0
190  0 168724 2289376  14356 446536    0    0     2   357 2364 3656 89 11  0  0  0
194  0 168724 2552060  14364 453648    0    0    12   179 2427 3808 88 12  0  0  0
193  0 168724 2297212  14372 453764    0    0     0   194 2431 3937 89 11  0  0  0
198  0 168724 2084904  14380 454780    0    0     0   334 2367 3492 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
196  0 168724 2184916  14388 454288    0    0     0   203 2414 3624 89 11  0  0  0
196  0 168724 2002992  14396 447432    0    0     0   169 2377 3567 88 12  0  0  0
192  0 168724 2376376  14404 454720    0    0     0   337 2433 3816 88 12  0  0  0
192  0 168724 2266312  14412 447860    0    0     0   278 2535 3812 88 12  0  0  0
192  0 168724 2223396  14420 447984    0    0     0   207 2435 3543 89 11  0  0  0
193  0 168724 2021604  14428 455216    0    0     6   280 2392 3720 89 11  0  0  0
194  0 168724 1994688  14436 455660    0    0     0   210 2412 3787 89 11  0  0  0
191  0 168724 2221684  14444 448856    0    0     0   318 2500 3628 88 12  0  0  0
194  0 168724 2162172  14452 448776    0    0     0   198 2501 3685 89 11  0  0  0
195  0 168724 2226376  14460 449064    0    0     0   293 2408 3549 89 11  0  0  0
187  0 168724 2329340  14468 449280    0    0     0   255 2416 3627 88 12  0  0  0
191  0 168724 2233452  14476 449596    0    0     0   228 2484 3744 88 12  0  0  0
194  0 168724 1957420  14484 449696    0    0    17   259 2398 3406 89 11  0  0  0
192  0 168724 2102040  14492 449952    0    0     0   293 2466 3860 88 12  0  0  0
191  0 168724 2146864  14500 457104    0    0     0   205 2485 3718 89 11  0  0  0
190  0 168724 2328860  14508 457372    0    0     0   212 2491 3699 88 12  0  0  0
197  0 168724 2207032  14516 450648    0    0     0   286 2446 3794 89 11  0  0  0
185  0 168724 2339012  14524 450724    0    0     0   206 2441 3643 89 11  0  0  0
189  0 168724 2430964  14532 451016    0    0     0   300 2442 3659 88 12  0  0  0
186  0 168724 2338788  14540 451152    0    0     0   261 2532 3718 89 11  0  0  0
189  0 168724 2106836  14548 458556    0    0     0   292 2382 3445 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
196  0 168724 2267484  14556 451572    0    0     0   175 2510 3722 88 12  0  0  0
192  0 168724 2225084  14564 451836    0    0     0   281 2428 3713 88 12  0  0  0
194  0 168724 2421948  14572 459060    0    0     0   269 2438 3615 89 11  0  0  0
183  0 168724 2352292  14580 459528    0    0    21   254 2462 3478 89 11  0  0  0
190  0 168724 2109732  14588 452672    0    0     0   202 2427 3624 89 11  0  0  0
196  0 168724 2399388  14596 452872    0    0     0   222 2400 3719 88 12  0  0  0
196  0 168724 2211236  14604 459936    0    0     0   315 2487 3647 89 11  0  0  0
192  0 168724 2216664  14612 460252    0    0     0   210 2452 3586 89 11  0  0  0
